First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage,
John,Flack,United Kingdom,Eastern Region,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Conservative Party,CP,john.flack@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/188623/_home.html,
Jacqueline,Foster,United Kingdom,North West,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,jacqueline.foster@europarl.europa.eu,jfostermep,http://www.europarl.europa.eu/meps/en/4553/_home.html,
Ashley,Fox,United Kingdom,South West Region,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Conservative Party,CP,ashley.fox@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96957/_home.html,
Neena,Gill,United Kingdom,West Midlands,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,neena.gill@europarl.europa.eu,neenaformep,http://www.europarl.europa.eu/meps/en/4533/_home.html,
Nathan,Gill,United Kingdom,Wales,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,nathan.gill@europarl.europa.eu,NathanGillMEP,http://www.europarl.europa.eu/meps/en/124965/_home.html,
Julie,Girling,United Kingdom,South West Region,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,julie.girling@europarl.europa.eu,juliegirling,http://www.europarl.europa.eu/meps/en/96956/_home.html,
Theresa,Griffin,United Kingdom,North West,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,theresa.griffin@europarl.europa.eu,TheresaG_EU,http://www.europarl.europa.eu/meps/en/124961/_home.html,
Daniel,Hannan,United Kingdom,South East,ECR,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Conservative Party,CP,daniel.hannan@europarl.europa.eu,DanHannanMEP,http://www.europarl.europa.eu/meps/en/4555/_home.html,
Mary,Honeyball,United Kingdom,London,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,mary.honeyball@europarl.europa.eu,maryhoneyball,http://www.europarl.europa.eu/meps/en/5846/_home.html,
Mike,Hookem,United Kingdom,Yorkshire and the Humber,Non-attached,AGAINST,AGAINST,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,mike.hookem@europarl.europa.eu,Mike_Hookem,http://www.europarl.europa.eu/meps/en/124957/_home.html,
John,Howarth,United Kingdom,South East,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,john.howarth@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/188636/_home.html,
Ian,Hudghton,United Kingdom,Scotland,Greens/EFA,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Scottish National Party,SNP,ian.hudghton@europarl.europa.eu,hudghtonmepSNP,http://www.europarl.europa.eu/meps/en/2338/_home.html,
Diane,James,United Kingdom,South East,Non-attached,NOT PRESENT,NOT PRESENT,-,FOR,FOR,ABSTAINED,AGAINST,AGAINST,Independent,Independent,diane.james@europarl.europa.eu,DianeJamesMEP,http://www.europarl.europa.eu/meps/en/124939/_home.html,
Syed,Kamall,United Kingdom,London,ECR,AGAINST,NOT PRESENT,-,FOR,FOR,AGAINST,NOT PRESENT,AGAINST,Conservative Party,CP,syed.kamall@europarl.europa.eu,SyedKamall,http://www.europarl.europa.eu/meps/en/33569/_home.html,
Sajjad,Karim,United Kingdom,North West,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,sajjad.karim@europarl.europa.eu,SHKMEP,http://www.europarl.europa.eu/meps/en/28481/_home.html,
Wajid,Khan,United Kingdom,North West,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,wajid.khan@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/188624/_home.html,
Jude,Kirton-Darling,United Kingdom,North East,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Labour Party,LAB,jude.kirton-darling@europarl.europa.eu,Jude_KD,http://www.europarl.europa.eu/meps/en/124953/_home.html,
Jean,Lambert,United Kingdom,London,Greens/EFA,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Green Party,GRN,jean.lambert@europarl.europa.eu,GreenJeanMEP,http://www.europarl.europa.eu/meps/en/4531/_home.html,
David,Martin,United Kingdom,Scotland,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Labour Party,LAB,david.martin@europarl.europa.eu,davidmartinmep,http://www.europarl.europa.eu/meps/en/1403/_home.html,
Rupert,Matthews,United Kingdom,East Midlands Region,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,rupert.matthews@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/188622/_home.html,
Alex,Mayer,United Kingdom,Eastern Region,S&D,AGAINST,FOR,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Labour Party,LAB,alex.mayer@europarl.europa.eu,alexlmayer,http://www.europarl.europa.eu/meps/en/185637/_home.html,
Linda,McAvan,United Kingdom,Yorkshire and the Humber,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,linda.mcavan@europarl.europa.eu,LindaMcAvanMEP,http://www.europarl.europa.eu/meps/en/2327/_home.html,
Emma,Mcclarkin,United Kingdom,East Midlands Region,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,emma.mcclarkin@europarl.europa.eu,EmmaMcClarkin,http://www.europarl.europa.eu/meps/en/96919/_home.html,
Anthea,Mcintyre,United Kingdom,West Midlands,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,anthea.mcintyre@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/111011/_home.html,
Baroness Nosheena,Mobarik,United Kingdom,Scotland,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Conservative Party,CP,nosheena.mobarik@ep.europa.eu,NosheenaMobarik,http://www.europarl.europa.eu/meps/en/189391/_home.html,
Clare,Moody,United Kingdom,South West Region,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,clare.moody@europarl.europa.eu,ClareMoodyMEP,http://www.europarl.europa.eu/meps/en/124944/_home.html,
Claude,Moraes,United Kingdom,London,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Labour Party,LAB,claude.moraes@europarl.europa.eu,ClaudeMoraesMEP,http://www.europarl.europa.eu/meps/en/4519/_home.html,
James,Nicholson,United Kingdom,Northern Ireland,ECR,FOR,AGAINST - CORRECTED,-,AGAINST,AGAINST,FOR,FOR,FOR,Ulster Unionist Party,UUP,james.nicholson@europarl.europa.eu,JimNicholsonMEP,http://www.europarl.europa.eu/meps/en/1318/_home.html,
Paul,Nuttall,United Kingdom,North West,EFDD,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,United Kingdom Independence Party,UKIP,paul.nuttall@europarl.europa.eu,paulnuttallukip,http://www.europarl.europa.eu/meps/en/96805/_home.html,
Patrick,O'Flynn,United Kingdom,Eastern Region,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,patrick.oflynn@europarl.europa.eu,oflynnmep,http://www.europarl.europa.eu/meps/en/124940/_home.html,
Rory,Palmer,United Kingdom,East Midlands Region,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,rory.palmer@ep.europa.eu,Rory_Palmer,http://www.europarl.europa.eu/meps/en/190099/_home.html,
Margot,Parker,United Kingdom,East Midlands Region,EFDD,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,United Kingdom Independence Party,UKIP,margot.parker@europarl.europa.eu,MargotLJParker,http://www.europarl.europa.eu/meps/en/124945/_home.html,
John,Procter,United Kingdom,Yorkshire and the Humber,ECR,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,john.procter@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/185628/_home.html,
Julia,Reid,United Kingdom,South West Region,EFDD,AGAINST,FOR,-,NOT PRESENT,NOT PRESENT,ABSTAINED,NOT PRESENT,AGAINST,United Kingdom Independence Party,UKIP,julia.reid@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/106202/_home.html,
Molly,Scott Cato,United Kingdom,South West Region,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Green Party,GRN,office@mollymep.org.uk,MollyMEP,http://www.europarl.europa.eu/meps/en/124942/_home.html,
Jill,Seymour,United Kingdom,West Midlands,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,United Kingdom Independence Party,UKIP,enquiries@jseymourmep.co.uk,JSeymourUKIP,http://www.europarl.europa.eu/meps/en/124950/_home.html,
Siôn,Simon,United Kingdom,West Midlands,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,sion.simon@europarl.europa.eu,sionsimon,http://www.europarl.europa.eu/meps/en/124948/_home.html,
Alyn,Smith,United Kingdom,Scotland,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Scottish National Party,SNP,alyn.smith@europarl.europa.eu,AlynSmithMEP,http://www.europarl.europa.eu/meps/en/28508/_home.html,
Kay,Swinburne,United Kingdom,Wales,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,kay.swinburne@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96920/_home.html,
Charles,Tannock,United Kingdom,London,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Conservative Party,CP,charles.tannock@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/4521/_home.html,
Keith,Taylor,United Kingdom,South East,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Green Party,GRN,keith.taylor@europarl.europa.eu,GreenKeithMEP,http://www.europarl.europa.eu/meps/en/102931/_home.html,
Geoffrey,Van Orden,United Kingdom,Eastern Region,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Conservative Party,CP,geoffrey.vanorden@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/4513/_home.html,
Derek,Vaughan,United Kingdom,Wales,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,derek.vaughan@europarl.europa.eu,derekvaughan,http://www.europarl.europa.eu/meps/en/96918/_home.html,
Julie,Ward,United Kingdom,North West,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Labour Party,LAB,julie.ward@europarl.europa.eu,julie4nw,http://www.europarl.europa.eu/meps/en/124963/_home.html,
Steven,Woolfe,United Kingdom,North West,Non-attached,AGAINST,FOR,YES,AGAINST,AGAINST,FOR,AGAINST,FOR,Independent,Independent,steven.woolfe@europarl.europa.eu,Steven_Woolfe,http://www.europarl.europa.eu/meps/en/124966/_home.html,
